eps_ms,topology,bidder_count,mechanism,g1ms,g1ms_ci_low,g1ms_ci_high,sup_g,sup_g_ci_low,sup_g_ci_high,instance_count,bidder_sample_count,delta_grid_ms,g_delta,g_delta_ci_low,g_delta_ci_high
0.0,DSN-30,10,HoldBack,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,10,LIA_lambda0.5_per_s,-0.02017805727839887,-0.021168525863409088,-0.019193153779039285,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.02017805727839887, -0.04033234756430693, -0.10057460536064691, -0.20004053373539793, -0.3969052888272208, -0.972089373946229, -1.8665584890878422]","[-0.02115311890981702, -0.042318150634278316, -0.10542364032659418, -0.20963462925805687, -0.41620804998428407, -1.0189591110747869, -1.9578675973442867]","[-0.01921863337131643, -0.038440625740131615, -0.09585057564096192, -0.19048374762028564, -0.37780513380145225, -0.9243505542273259, -1.7767516955795946]"
0.0,DSN-30,10,LIA_lambda1_per_s,-0.04055582564782579,-0.04251301281264773,-0.038636071691216294,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.04055582564782579, -0.08100309806306254, -0.20186108946040227, -0.4012801133018547, -0.793297346265286, -1.901967623388817, -3.5605596224587925]","[-0.04247928268017048, -0.08495914424994166, -0.21160198575474287, -0.42015216968579483, -0.8311492095308524, -1.9926983016593431, -3.7367733180559966]","[-0.03864172355525175, -0.07705455986412772, -0.19211094929635644, -0.38242663073932764, -0.7550742606087418, -1.8090732251185724, -3.388086526429439]"
0.0,DSN-30,10,LIA_lambda2_per_s,-0.07936137055436109,-0.08323418660631342,-0.07555263766992307,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.07936137055436109, -0.15863136979428308, -0.3955298223365627, -0.7809869427381321, -1.5229555527933318, -3.5001749280426675, -6.280401082743686]","[-0.08322499587224402, -0.16632336930987152, -0.4150271507107259, -0.8197163191449526, -1.598564060784245, -3.678390089695981, -6.604204197928404]","[-0.07552070773352744, -0.15103209925254535, -0.37622794516756114, -0.7427030979492599, -1.448295228751773, -3.327078542788456, -5.960053701573368]"
0.0,DSN-30,20,SyncVCG,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,20,FastVCG,0.0,0.0,0.0,0.021745191310607977,0.0,0.06523557393182393,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.021745191310607977, 0.021745191310607977]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.06523557393182393, 0.06523557393182393]"
0.0,DSN-30,20,BatchVCG_B1ms,0.0,0.0,0.0,0.021745191310607977,0.0,0.06523557393182393,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.021745191310607977, 0.021745191310607977]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.06523557393182393, 0.06523557393182393]"
0.0,DSN-30,20,BatchVCG_B5ms,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,20,BatchVCG_B10ms,0.0,0.0,0.0,0.029003634424269734,0.0,0.0870109032728092,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.029003634424269734, 0.029003634424269734, 0.029003634424269734]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0870109032728092, 0.0870109032728092, 0.0870109032728092]"
0.0,DSN-30,20,BatchVCG_B20ms,0.0,0.0,0.0,0.029003634424269734,0.0,0.0870109032728092,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.029003634424269734, 0.029003634424269734, 0.029003634424269734]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0870109032728092, 0.0870109032728092, 0.0870109032728092]"
0.0,DSN-30,20,BatchVCG_B50ms,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,20,HoldBack,0.0,0.0,0.0,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0.0,DSN-30,20,LIA_lambda0.5_per_s,-0.01652066216867736,-0.01755046360073923,-0.015526084465375067,0.0,0.0,0.0,3500,17500,"[1.0, 2.0, 5.0, 10.0, 20.0, 50.0, 100.0]","[-0.01652066216867736, -0.03296139535402309, -0.08205602606824669, -0.16308961819662876, -0.32243685091436464, -0.7856843962762874, -1.4942249890793977]","[-0.01752444349838445, -0.03501765163345272, -0.08721907461143535, -0.17332582082485004, -0.3426623754296236, -0.8353121283072186, -1.589684489211246]","[-0.015481986339641991, -0.030955067001621244, -0.0770753014356777, -0.15315281472249573, -0.3027064685326495, -0.7368313509615148, -1.4016783781715083]"
