topology,instance_id,bidder_count,feasible_count,infeasible_count,feasible_fraction,mechanism,horizon_ms,opt_value,winner_id,winner_value,payment,welfare_ratio,revenue_ratio,decision_time_ms,clearing_latency_ms,effective_welfare,compute_time_s,clique_number_w,eps_ms
STARLINK-200,14,1000,945,55,0.945,LIA_lambda0.25_per_s,69.45258962948427,999.6359756602071,996,999.6359756602071,997.0429251639692,1.0,0.9974060052265273,69.65029040674807,69.64207409805927,992.6984884803124,0.00019825005438178778,945,0.0
STARLINK-200,14,1000,945,55,0.945,LIA_lambda0.5_per_s,69.45258962948427,999.6359756602071,996,999.6359756602071,994.965328347573,1.0,0.9953276518389113,69.64974837700964,69.64153206832084,992.6985422875241,0.00019770802464336157,945,0.0
STARLINK-200,14,1000,945,55,0.945,LIA_lambda1_per_s,69.45258962948427,999.6359756602071,996,999.6359756602071,991.6192001512092,1.0,0.9919803051268705,69.65370742927433,69.64549112058553,992.6981492730607,0.00020166707690805197,945,0.0
STARLINK-200,14,1000,945,55,0.945,LIA_lambda2_per_s,69.45258962948427,999.6359756602071,996,999.6359756602071,993.5630632470775,1.0,0.9939248760939012,69.64724835797341,69.63903204928461,992.6987904640804,0.00019520800560712814,945,0.0
STARLINK-200,15,1000,963,37,0.963,SyncVCG,69.45258962948427,999.8063254986869,362,999.8063254986869,998.4000268786355,1.0,0.9985934289630044,69.54350661978677,69.54333559482738,992.8774595636369,9.091699030250311e-05,963,0.0
STARLINK-200,15,1000,963,37,0.963,HoldBack,69.45258962948427,999.8063254986869,362,999.8063254986869,998.4000268786355,1.0,0.9985934289630044,69.51179764725819,69.5116266222988,992.8806078810373,5.920801777392626e-05,963,0.0
STARLINK-200,15,1000,963,37,0.963,LIA_lambda0.25_per_s,69.45258962948427,999.8063254986869,362,999.8063254986869,999.0998888064308,1.0,0.9992934264624664,69.65496652197432,69.65479549701493,992.8663930228581,0.000202624942176044,963,0.0
STARLINK-200,15,1000,963,37,0.963,LIA_lambda0.5_per_s,69.45258962948427,999.8063254986869,256,998.3323983549179,998.2708492410429,0.998525787338829,0.998464226302151,69.64546656605195,69.64529554109257,991.4036386440522,0.0001931249862536788,963,0.0
STARLINK-200,15,1000,963,37,0.963,LIA_lambda1_per_s,69.45258962948427,999.8063254986869,256,998.3323983549179,996.7377311274491,0.998525787338829,0.996930811205153,69.62917563874613,69.62900461378675,991.4052537338287,0.0001768340589478612,963,0.0
STARLINK-200,15,1000,963,37,0.963,LIA_lambda2_per_s,69.45258962948427,999.8063254986869,256,998.3323983549179,993.6785548516725,0.998525787338829,0.9938710423301653,69.63009159449827,69.62992056953888,991.4051629254983,0.00017775001469999552,963,0.0
STARLINK-200,16,1000,949,51,0.949,SyncVCG,69.45258962948427,998.9152522523011,142,998.9152522523011,995.0218043055065,1.0,0.996102324058006,69.52950662959918,69.52465958472392,991.9944142883568,7.691700011491776e-05,949,0.0
STARLINK-200,16,1000,949,51,0.949,HoldBack,69.45258962948427,998.9152522523011,142,998.9152522523011,995.0218043055065,1.0,0.996102324058006,69.5056315933223,69.50078454844704,991.9967826814468,5.304196383804083e-05,949,0.0
STARLINK-200,16,1000,949,51,0.949,LIA_lambda0.25_per_s,69.45258962948427,998.9152522523011,142,998.9152522523011,996.6888267315275,1.0,0.9977711567465272,69.62477118220366,69.6199241373284,991.9849641429636,0.0001735000405460596,949,0.0
STARLINK-200,16,1000,949,51,0.949,LIA_lambda0.5_per_s,69.45258962948427,998.9152522523011,16,993.0261718046701,991.5870686341761,0.9941045244485429,0.9926638585189267,69.62406314421631,69.61921609934105,986.1368108616755,0.0001727920025587082,949,0.0
STARLINK-200,16,1000,949,51,0.949,LIA_lambda1_per_s,69.45258962948427,998.9152522523011,16,993.0261718046701,988.4033607085584,0.9941045244485429,0.9894766933230411,69.64089610126055,69.63604905638529,986.135150903215,0.000189624959602952,949,0.0
STARLINK-200,16,1000,949,51,0.949,LIA_lambda2_per_s,69.45258962948427,998.9152522523011,16,993.0261718046701,986.0997799677948,0.9941045244485429,0.9871706110647418,69.62660414144582,69.62175709657056,986.136560284617,0.0001753329997882247,949,0.0
STARLINK-200,17,1000,951,49,0.951,SyncVCG,69.45258962948427,999.3899545334696,976,999.3899545334696,998.5675864681211,1.0,0.9991771299465059,69.52971466377929,69.52827024113293,992.4654693190781,7.712503429502249e-05,951,0.0
STARLINK-200,17,1000,951,49,0.951,HoldBack,69.45258962948427,999.3899545334696,976,999.3899545334696,998.5675864681211,1.0,0.9991771299465059,69.55758961409882,69.55614519145246,992.4627028303688,0.00010499998461455107,951,0.0
STARLINK-200,17,1000,951,49,0.951,LIA_lambda0.25_per_s,69.45258962948427,999.3899545334696,743,998.5675864681211,997.9422828977091,0.9991771299465059,0.9985514446796333,69.63934707008691,69.63790264744055,991.6379275804359,0.00019095803145319223,951,0.0
STARLINK-200,17,1000,951,49,0.951,LIA_lambda0.5_per_s,69.45258962948427,999.3899545334696,743,998.5675864681211,996.7443220968736,0.9991771299465059,0.9973527526221424,69.65238896217586,69.6509445395295,991.6366342977949,0.00020399992354214191,951,0.0
STARLINK-200,17,1000,951,49,0.951,LIA_lambda1_per_s,69.45258962948427,999.3899545334696,743,998.5675864681211,996.5441745205026,0.9991771299465059,0.9971524828721182,69.65651402268948,69.65506960004312,991.636225241767,0.00020812498405575752,951,0.0
STARLINK-200,17,1000,951,49,0.951,LIA_lambda2_per_s,69.45258962948427,999.3899545334696,743,998.5675864681211,996.1439999293825,0.9991771299465059,0.996752064007285,69.65230607446672,69.65086165182036,991.6366425172438,0.00020391703583300114,951,0.0
